Date,AAPL,AMZN,GOOGL,MSFT,TSLA,^GSPC
2024-07-26,216.08815002441406,182.5,165.82115173339844,418.6899719238281,219.8000030517578,5459.10009765625
2024-07-29,216.36572265625,183.1999969482422,168.33331298828125,420.12738037109375,232.10000610351562,5463.5400390625
2024-07-30,216.9209442138672,181.7100067138672,169.0879364013672,416.3763427734375,222.6199951171875,5436.43994140625
2024-07-31,220.17274475097656,186.97999572753906,170.32911682128906,411.87701416015625,232.07000732421875,5522.2998046875
2024-08-01,216.48471069335938,184.07000732421875,169.5546112060547,410.65618896484375,216.86000061035156,5446.68017578125
2024-08-02,217.97183227539062,167.89999389648438,165.48355102539062,402.16961669921875,207.6699981689453,5346.56005859375
2024-08-05,207.4727783203125,161.02000427246094,158.12586975097656,389.0359802246094,198.8800048828125,5186.330078125
2024-08-06,205.45028686523438,161.92999267578125,157.17266845703125,393.4269714355469,200.63999938964844,5240.02978515625
2024-08-07,208.01805114746094,162.77000427246094,157.81805419921875,392.2652587890625,191.75999450683594,5199.5
2024-08-08,211.47805786132812,165.8000030517578,160.88623046875,396.4593505859375,198.83999633789062,5319.31005859375
2024-08-09,214.38291931152344,166.94000244140625,162.5146484375,399.7378234863281,200.0,5344.16015625
2024-08-12,215.9114532470703,166.8000030517578,161.1444091796875,400.5155334472656,197.49000549316406,5344.39013671875
2024-08-13,219.6236572265625,170.22999572753906,163.00120544433594,407.60418701171875,207.8300018310547,5434.43017578125
2024-08-14,220.07029724121094,170.10000610351562,159.23794555664062,410.4100646972656,201.3800048828125,5455.2099609375
2024-08-15,223.04794311523438,177.58999633789062,160.161376953125,415.2626953125,214.13999938964844,5543.22021484375
2024-08-16,224.3680877685547,177.05999755859375,161.8096923828125,412.7377624511719,216.1199951171875,5554.25
2024-08-19,224.20924377441406,178.22000122070312,165.4934844970703,415.7558288574219,222.72000122070312,5608.25
2024-08-20,224.82464599609375,178.8800048828125,165.99986267089844,418.9810791015625,221.10000610351562,5597.1201171875
2024-08-21,224.71546936035156,180.11000061035156,164.6792755126953,418.33013916015625,223.27000427246094,5620.85009765625
2024-08-22,222.85939025878906,176.1300048828125,162.6437530517578,409.85772705078125,210.66000366210938,5570.64013671875
2024-08-23,225.15219116210938,177.0399932861328,164.45089721679688,411.0807800292969,220.32000732421875,5634.60986328125
2024-08-26,225.4896697998047,175.5,164.98709106445312,407.8259582519531,213.2100067138672,5616.83984375
2024-08-27,226.3333282470703,173.1199951171875,163.5175018310547,408.17120361328125,209.2100067138672,5625.7998046875
2024-08-28,224.80479431152344,170.8000030517578,161.700439453125,404.9755554199219,205.75,5592.18017578125
2024-08-29,228.0802459716797,172.1199951171875,160.63800048828125,407.4610595703125,206.27999877929688,5591.9599609375
2024-08-30,227.296142578125,178.5,162.22671508789062,411.426025390625,214.11000061035156,5648.39990234375
2024-09-03,221.1125030517578,176.25,156.2491912841797,403.8314514160156,210.60000610351562,5528.93017578125
2024-09-04,219.20677185058594,173.3300018310547,155.3456268310547,403.2988586425781,219.41000366210938,5520.06982421875
2024-09-05,220.72537231445312,177.88999938964844,156.13006591796875,402.79583740234375,230.1699981689453,5503.41015625
2024-09-06,219.177001953125,171.38999938964844,149.8546600341797,396.1974792480469,210.72999572753906,5408.419921875
2024-09-09,219.2663116455078,175.39999389648438,147.85621643066406,400.1624450683594,216.27000427246094,5471.0498046875
2024-09-10,218.47227478027344,179.5500030517578,147.80650329589844,408.5262756347656,226.1699981689453,5495.52001953125
2024-09-11,221.00328063964844,184.52000427246094,150.29212951660156,417.24517822265625,228.1300048828125,5554.1298828125
2024-09-12,221.1125030517578,187.0,153.80186462402344,421.1509094238281,229.80999755859375,5595.759765625
2024-09-13,220.844482421875,186.49000549316406,156.5559844970703,424.69171142578125,230.2899932861328,5626.02001953125
2024-09-16,214.71047973632812,184.88999938964844,157.15252685546875,425.43145751953125,226.77999877929688,5633.08984375
2024-09-17,215.17694091796875,186.8800048828125,158.40530395507812,429.18927001953125,227.8699951171875,5634.580078125
2024-09-18,219.04794311523438,186.42999267578125,158.8924560546875,424.9087219238281,227.1999969482422,5618.259765625
2024-09-19,227.16708374023438,189.8699951171875,161.20909118652344,432.6807861328125,243.9199981689453,5713.64013671875
2024-09-20,226.50205993652344,191.60000610351562,162.6507568359375,429.3076477050781,238.25,5702.5498046875
2024-09-23,224.78497314453125,193.8800048828125,160.92076110839844,427.57177734375,250.0,5718.56982421875
2024-09-24,225.6782684326172,193.9600067138672,161.3582305908203,423.29119873046875,254.27000427246094,5732.93017578125
2024-09-25,224.68568420410156,192.52999877929688,160.5628204345703,426.1908874511719,257.0199890136719,5722.259765625
2024-09-26,225.8271484375,191.16000366210938,161.79571533203125,425.4018859863281,254.22000122070312,5745.3701171875
2024-09-27,226.09512329101562,187.97000122070312,163.00869750976562,422.1569519042969,260.4599914550781,5738.169921875
2024-09-30,231.26637268066406,186.3300018310547,164.89779663085938,424.4057312011719,261.6300048828125,5762.47998046875
2024-10-01,224.52688598632812,185.1300048828125,166.03123474121094,414.9273681640625,258.0199890136719,5708.75
2024-10-02,225.09263610839844,184.75999450683594,164.90774536132812,411.4161682128906,249.02000427246094,5709.5400390625
2024-10-03,223.9908905029297,181.9600067138672,164.90774536132812,410.8341979980469,240.66000366210938,5699.93994140625
2024-10-04,225.1125030517578,186.50999450683594,166.100830078125,410.3607482910156,250.0800018310547,5751.06982421875
2024-10-07,220.04049682617188,180.8000030517578,162.0442657470703,403.93011474609375,240.8300018310547,5695.93994140625
2024-10-08,224.09017944335938,182.72000122070312,163.4362335205078,409.02923583984375,244.5,5751.1298828125
2024-10-09,227.8320770263672,185.1699981689453,160.9307098388672,411.7415771484375,241.0500030517578,5792.0400390625
2024-10-10,227.3358154296875,186.64999389648438,161.14944458007812,410.143798828125,238.77000427246094,5780.0498046875
2024-10-11,225.85690307617188,188.82000732421875,162.30279541015625,410.61724853515625,217.8000030517578,5815.02978515625
2024-10-14,229.57901000976562,187.5399932861328,164.01290893554688,413.3985900878906,219.16000366210938,5859.85009765625
2024-10-15,232.11004638671875,187.69000244140625,164.51004028320312,413.0040588378906,219.57000732421875,5815.259765625
2024-10-16,230.05543518066406,186.88999938964844,164.21176147460938,410.4199523925781,221.3300018310547,5842.47021484375
2024-10-17,230.42266845703125,187.52999877929688,161.9945526123047,411.0117492675781,220.88999938964844,5841.47021484375
2024-10-18,233.25148010253906,188.99000549316406,162.4817352294922,412.4320373535156,220.6999969482422,5864.669921875
2024-10-21,234.720458984375,189.07000732421875,163.12802124023438,413.04351806640625,218.85000610351562,5853.97998046875
2024-10-22,234.10508728027344,189.6999969482422,164.19186401367188,421.6539306640625,217.97000122070312,5851.2001953125
2024-10-23,229.04299926757812,184.7100067138672,161.8454132080078,418.7838134765625,213.64999389648438,5797.419921875
